site_id,destination,name,lat_hotel,lon_hotel,url,hotel_id,review_score,description,address,lat_site,lon_site,avg_temp_c,expected_rain_mm,nice_score
5,Rouen,Hôtel Cardinal,49.439811,1.093778,https://www.booking.com/hotel/fr/cardinal-rouen.en-gb.html,cardinal-rouen,8.3,"Ideally located in the Rouen City Centre district of Rouen, Hôtel Cardinal is set 2.3 km from Volta…","1 Place de la Cathédrale, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,"The Originals City, Hôtel Notre Dame, Rouen",49.438535,1.093451,https://www.booking.com/hotel/fr/hotel-notre-dame.en-gb.html,hotel-notre-dame,7.6,"Inter-Hotel Rouen Notre Dame is in the centre of Rouen, between the cathedral and the River Seine.…","4 Rue De La Savonnerie, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Mercure Rouen Centre Cathédrale,49.441173,1.095175,https://www.booking.com/hotel/fr/mercure-rouen-centre.en-gb.html,mercure-rouen-centre,8.5,"This Mercure is located in central Rouen, 160 metres from Notre Dame Cathedral and 3 km from Kindar…","7 Rue Croix de Fer, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Hôtel Paulette Rouen Centre Cathédrale,49.438723,1.091352,https://www.booking.com/hotel/fr/hotel-de-paris-rouen.en-gb.html,hotel-de-paris-rouen,8.5,"Located in the centre of Rouen, this hotel is just 300 metres from the Notre Dame Cathedral, 200 me…","12 Rue De La Champmeslé, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Hôtel De La Cathédrale,49.440117,1.096934,https://www.booking.com/hotel/fr/de-la-cathedrale.en-gb.html,de-la-cathedrale,7.9,"Set just 50 metres from the Rouen Cathedral, in the heart of the city's historic centre, this hotel…","12 Rue Saint Romain, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Le Vieux Carré,49.443327,1.094574,https://www.booking.com/hotel/fr/le-vieux-carre.en-gb.html,le-vieux-carre,8.1,"This hotel is located in central Rouen, in a pedestrian area, just 850 metres from Rouen Rive-Droit…","34 rue Ganterie, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Novotel Rouen Centre Cathédrale,49.438851,1.089955,https://www.booking.com/hotel/fr/novotel-rouen-centre-cathedrale.en-gb.html,novotel-rouen-centre-cathedrale,8.5,"Situated in Rouen, 600 metres from Notre-Dame Cathedral of Rouen, Novotel Rouen Centre Cathédrale f…","10 Quai de la Bourse, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Aparthotel Adagio Access Rouen Centre Cathédrale,49.439067,1.089627,https://www.booking.com/hotel/fr/aparthotel-adagio-access-rouen-centre-cathedrale.en-gb.html,aparthotel-adagio-access-rouen-centre-cathedrale,8.7,"Conveniently located in the centre of Rouen, Aparthotel Adagio Access Rouen Centre Cathédrale offer…","2 rue du Docteur Robert Rambert, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
1,Mont Saint Michel,Mercure Mont Saint Michel,48.614247,-1.510545,https://www.booking.com/hotel/fr/mont-saint-michel.en-gb.html,mont-saint-michel,8.3,This Mercure is situated in parkland just 2 km from the abbey of Mont Saint Michel.,"La Caserne, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Hôtel Vert,48.6147,-1.509617,https://www.booking.com/hotel/fr/vert.en-gb.html,vert,8.1,"Hotel Vert offers pastel-coloured rooms with a private bathroom, TV and free Wi-Fi access.","La Caserne, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Le Saint Aubert,48.612938,-1.510105,https://www.booking.com/hotel/fr/hotel-saint-aubert.en-gb.html,hotel-saint-aubert,7.5,"Set amid lush greenery, just 2 km from the Mont Saint-Michel, the hotel welcomes you in a warm and…","La Caserne, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Auberge de la Baie,48.615993,-1.488253,https://www.booking.com/hotel/fr/auberge-de-la-baie.en-gb.html,auberge-de-la-baie,8.4,This hotel is situated in the countryside of Normandy and offers free Wi-Fi Flat-screen TVs with sa…,"La Rive – D275, 50170 Ardevon, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Hotel Rose,48.597062,-1.513039,https://www.booking.com/hotel/fr/gue-de-beauvoir.en-gb.html,gue-de-beauvoir,8.5,Composed of thoughtfully designed independent bungalows and guestrooms in the annex house of a 19th…,"5 Route Du Mont Saint Michel, 50170 Beauvoir, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Ermitage - Mont-Saint-Michel,48.59449,-1.511429,https://www.booking.com/hotel/fr/ermitage-mont-saint-michel-beauvoir.en-gb.html,ermitage-mont-saint-michel-beauvoir,8.9,"Situated in Beauvoir, 5.4 km from Mont Saint Michel Abbey, Ermitage - Mont-Saint-Michel features ac…","14 Route du Mont Saint-Michel, 50170 Beauvoir, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,"Manoir de la Roche Torin, The Originals Relais",48.637273,-1.425062,https://www.booking.com/hotel/fr/le-manoir-de-la-roche-torin.en-gb.html,le-manoir-de-la-roche-torin,7.7,"Located in Courtils, Manoir de la Roche Torin, The Originals Relais is 10 km from the Mont-Saint-Mi…","34 route de la La Roche Torin, 50220 Courtils, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,"The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud",48.596404,-1.589203,https://www.booking.com/hotel/fr/lessalines.en-gb.html,lessalines,7.8,"The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud is located just a 10-min…","Rue des 4 Salines, 35610 Roz-sur-Couesnon, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Le Mouton Blanc,48.636023,-1.509896,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.en-gb.html,le-mouton-blanc-le-mont-saint-michel,7.2,"At the foot of the abbey, the Mouton Blanc Hotel, welcomes you in its historic 14th century locatio…","Grande Rue , 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,ibis Pontorson Baie Du Mont Saint Michel,48.571549,-1.543127,https://www.booking.com/hotel/fr/ibis-pontorson-baie-du-mont-saint-michel.en-gb.html,ibis-pontorson-baie-du-mont-saint-michel,8.0,"Situated in Saint-Georges-de-Gréhaigne, 10 km from Mont Saint Michel, ibis Pontorson Baie Du Mont S…","Za Le Point Du Jour, 35610 Saint-Georges-de-Gréhaigne, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,La Vieille Auberge,48.636063,-1.511457,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.en-gb.html,la-vieille-auberge-le-mont-saint-michel,7.5,"La Vieille Auberge is located in the medieval village of Mont-Saint-Michel, a few steps from the fa…","Grande Rue, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,La Mère Poulard,48.635085,-1.51054,https://www.booking.com/hotel/fr/la-mere-poulard.en-gb.html,la-mere-poulard,7.6,Stay in a Historic Hotel at the Heart of Mont Saint-Michel.,"Grande Rue, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Vacancéole - Les Chambres de la Baie,48.593575,-1.596291,https://www.booking.com/hotel/fr/vacanceole-les-chambres-de-la-baie.en-gb.html,vacanceole-les-chambres-de-la-baie,7.2,"Set in Roz-sur-Couesnon, within 11 km of Mont Saint Michel Abbey and 11 km of Mont Saint-Michel, Va…","lieu dit l'hopital, 35610 Roz-sur-Couesnon, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Hôtel la Croix Blanche,48.635734,-1.509861,https://www.booking.com/hotel/fr/ha-el-la-croix-blanche.en-gb.html,ha-el-la-croix-blanche,8.1,"Situated in the heart of Mont Saint Michel medieval Village, Hôtel La Croix Blanche will be happy t…","grande rue, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Auberge Saint Pierre,48.635688,-1.509883,https://www.booking.com/hotel/fr/auberge-saint-pierre.en-gb.html,auberge-saint-pierre,8.1,The Auberge Saint Pierre is made up of small 14th century half-timbered houses located on the islan…,"Grande Rue, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,au petit quinquin,48.627019,-1.388141,https://www.booking.com/hotel/fr/au-petit-quinquin.en-gb.html,au-petit-quinquin,7.9,"Located in Céaux, 13 km from Scriptorial of Avranches - Manuscript Museum of Mont Saint-Michel, au…","2396 Rte de la Baie, 50220 Céaux, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Hôtel Victor Hugo,48.552949,-1.508059,https://www.booking.com/hotel/fr/victor-hugo-pontorson.en-gb.html,victor-hugo-pontorson,8.9,"Located in Pontorson, 10 km from Mont Saint Michel Abbey, Hôtel Victor Hugo provides accommodation…","88 Rue Couesnon, 50170 Pontorson, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Hotel La Baie Royale,48.553845,-1.503118,https://www.booking.com/hotel/fr/la-baie-royale-pontorson.en-gb.html,la-baie-royale-pontorson,8.1,"Located in Pontorson and with Mont Saint Michel Abbey reachable within 10 km, Hotel La Baie Royale…","37 Rue de la Libération, 50170 Pontorson, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Best Western Hôtel Montgomery,48.552911,-1.511484,https://www.booking.com/hotel/fr/montgomery.en-gb.html,montgomery,8.6,"A 5 minutes' drive from Mont-Saint-Michel, the hotel is a 16th century old manor located in Pontors…","13, Rue Couesnon, 50170 Pontorson, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Hôtel Ariane & SPA,48.552403,-1.507123,https://www.booking.com/hotel/fr/ariane-pontorson.en-gb.html,ariane-pontorson,7.6,"This charming hotel sits at the border of Brittany and Normandy, just a 5-minute drive from the Mon…","50 Boulevard Clémenceau, 50170 Pontorson, France",48.6359541,-1.51146,16.99,1.47,16.25
